fecha	valor	variacion
2008-01-31	3.158	0.0028580501746586773
2008-02-29	3.161	9.499683343889842e-4
2008-03-31	3.168	0.0022144890857322963
2008-04-30	3.164	-0.0012626262626262985
2008-05-30	3.099	-0.020543615676358984
2008-06-30	3.025	-0.023878670538883595
2008-07-31	3.044	0.006280991735537311
2008-08-29	3.03	-0.0045992115637319975
2008-09-30	3.135	0.034653465346534684
2008-10-31	3.388	0.08070175438596494
2008-11-28	3.373	-0.004427390791027053
2008-12-31	3.453	0.023717758671805367
2009-01-30	3.488	0.010136113524471524
2009-02-27	3.567	0.022649082568807488
2009-03-31	3.72	0.042893187552565104
2009-04-30	3.714	-0.001612903225806539
2009-05-29	3.749	0.009423801830910072
2009-06-30	3.797	0.012803414243798272
2009-07-31	3.83	0.00869107189886753
2009-08-31	3.851	0.00548302872062667
2009-09-30	3.843	-0.002077382498052449
2009-10-30	3.819	-0.006245120999219367
2009-11-30	3.811	-0.0020947892118355904
2009-12-31	3.8	-0.002886381527158255
2010-01-29	3.835	0.009210526315789558
2010-02-26	3.859	0.006258148631030025
2010-03-31	3.878	0.004923555325213824
2010-04-30	3.888	0.002578648788035043
2010-05-31	3.929	0.010545267489711962
2010-06-30	3.931	5.090353779588774e-4
2010-07-30	3.94	0.0022894937674891036
2010-08-31	3.95	0.002538071065989911
2010-09-30	3.96	0.0025316455696202667
2010-10-29	3.957	-7.575757575757347e-4
2010-11-30	3.988	0.007834217841799385
2010-12-31	3.976	-0.0030090270812437314
2011-01-31	4.008	0.008048289738430636
2011-02-28	4.03	0.005489021956087914
2011-03-31	4.054	0.005955334987593153
2011-04-29	4.08	0.006413418845584662
2011-05-31	4.09	0.002450980392156854
2011-06-30	4.11	0.004889975550122383
2011-07-29	4.145	0.008515815085157863
2011-08-31	4.2	0.01326899879372756
2011-09-30	4.205	0.0011904761904761862
2011-10-31	4.236	0.00737217598097506
2011-11-30	4.281	0.010623229461756312
2011-12-30	4.304	0.005372576500817683
2012-01-31	4.337	0.007667286245353067
2012-02-29	4.357	0.0046114825916532265
2012-03-30	4.379	0.005049345880192568
2012-04-27	4.417	0.008677780315140549
2012-05-31	4.471	0.012225492415666839
2012-06-29	4.527	0.01252516215611732
2012-07-31	4.585	0.012812016788159797
2012-08-31	4.638	0.01155943293347872
2012-09-28	4.697	0.012721000431220375
2012-10-31	4.766	0.014690227804981859
2012-11-30	4.838	0.015107007973143016
2012-12-31	4.918	0.016535758577924886
2013-01-30	4.978	0.012200081333875401
2013-02-28	5.046	0.013660104459622513
2013-03-27	5.122	0.015061434799841456
2013-04-30	5.187	0.012690355329949332
2013-05-31	5.284	0.018700597647965944
2013-06-28	5.388	0.019682059046177258
2013-07-31	5.505	0.02171492204899783
2013-08-30	5.672	0.030336058128973553
2013-09-30	5.793	0.021332863187588202
2013-10-31	5.912	0.020542033488693212
2013-11-29	6.141	0.038734776725304565
2013-12-31	6.521	0.061879172773164015
2014-01-31	8.01	0.22833921177733485
2014-02-28	7.874	-0.016978776529338324
2014-03-31	8.002	0.01625603251206509
2014-04-30	8.002	0
2014-05-30	8.08	0.009747563109222535
2014-06-30	8.133	0.00655940594059401
2014-07-31	8.213	0.009836468707733914
2014-08-29	8.401	0.022890539388773945
2014-09-30	8.43	0.0034519700035708922
2014-10-31	8.5	0.008303677342823335
2014-11-28	8.524	0.002823529411764669
2014-12-31	8.551	0.0031675269826374475
2015-01-30	8.644	0.010875920944918738
2015-02-27	8.726	0.009486348912540521
2015-03-31	8.822	0.011001604400641574
2015-04-30	8.907	0.009635003400589426
2015-05-29	8.992	0.00954305602335248
2015-06-30	9.088	0.010676156583629748
2015-07-31	9.19	0.011223591549295753
2015-08-31	9.296	0.011534276387377584
2015-09-30	9.422	0.013554216867470048
2015-10-30	9.546	0.013160687752069578
2015-11-30	9.688	0.014875340456735886
2015-12-31	13.04	0.34599504541701065
2016-01-29	13.96	0.07055214723926384
2016-02-29	15.8	0.13180515759312317
2016-03-31	14.7	-0.069620253164557
2016-04-29	14.25	-0.030612244897959107
2016-05-31	13.991	-0.01817543859649129
2016-06-30	15.04	0.07497677078121656
2016-07-29	15.01	-0.0019946808510638014
2016-08-31	14.93	-0.00532978014656893
2016-09-30	15.31	0.0254521098459477
2016-10-31	15.15	-0.010450685826257411
2016-11-30	15.868	0.04739273927392729
2016-12-30	15.89	0.0013864381144441662
2017-01-31	15.897	4.405286343611703e-4
2017-02-24	15.48	-0.02623136440837892
2017-03-31	15.39	-0.005813953488372103
2017-04-28	15.4	6.497725795970855e-4
2017-05-31	16.1	0.045454545454545414
2017-06-30	16.63	0.03291925465838497
2017-07-31	17.64	0.060733613950691545
2017-08-31	17.31	-0.018707482993197355
2017-09-29	17.31	0
2017-10-31	17.655	0.019930675909878737
2017-11-30	17.305	-0.019824412347776876
2017-12-29	18.649	0.07766541462005216
2018-01-31	19.65	0.05367580031100849
2018-02-28	20.11	0.023409669211196027
2018-03-28	20.149	0.0019393336648434456
2018-04-27	20.54	0.01940542954985358
2018-05-31	24.96	0.21518987341772156
2018-06-29	28.85	0.15584935897435903
2018-07-31	27.41	-0.04991334488734844
2018-08-31	36.85	0.34439985406785856
2018-09-28	41.25	0.11940298507462677
2018-10-31	35.95	-0.12848484848484842
2018-11-29	37.72	0.049235048678720306
2018-12-31	37.7	-5.302226935312015e-4
2019-01-31	37.35	-0.009283819628647216
2019-02-28	39.15	0.04819277108433728
2019-03-29	43.35	0.10727969348659006
2019-04-30	44.15	0.018454440599769306
2019-05-31	44.76	0.013816534541336356
2019-06-28	42.463	-0.05131814119749767
2019-07-31	43.88	0.033370228198667196
2019-08-30	59.51	0.3561987237921602
2019-09-30	57.59	-0.03226348512854971
2019-10-31	59.67	0.03611738148984189
2019-11-29	59.94	0.004524886877828038
2019-12-31	59.89	-8.341675008340932e-4
2020-01-31	60.35	0.00768074803806984
2020-02-28	62.21	0.0308202154101076
2020-03-30	64.469	0.03631248995338354
2020-04-30	66.84	0.03677736586576508
2020-05-29	68.54	0.025433871932974306
2020-06-30	70.46	0.028012839217974816
2020-07-31	72.32	0.026397956287255164
2020-08-31	74.18	0.025719026548672863
2020-09-30	76.18	0.026961445133459216
2020-10-30	78.32	0.02809136256235223
2020-11-30	81.31	0.03817671092952013
2020-12-31	84.15	0.03492805312999625
2021-01-29	87.33	0.03778966131907291
2021-02-26	89.82	0.028512538646513264
2021-03-31	92	0.024270763749721702
2021-04-30	93.56	0.016956521739130537
2021-05-31	94.73	0.012505344164172705
2021-06-30	95.72	0.01045075477673385
2021-07-30	96.69	0.01013372335979934
2021-08-31	97.74	0.010859447719515858
2021-09-30	98.74	0.010231225700839008
2021-10-29	99.72	0.009925055701843322
2021-11-30	100.96	0.012434817488969019
2021-12-31	102.72	0.017432646592709933
2022-01-31	105.02	0.022390965732087098
2022-02-25	107.45	0.023138449819082085
2022-03-31	111.01	0.03313168915774778
2022-04-29	115.31	0.038735249076659706
2022-05-31	120.2	0.04240742346717541
2022-06-30	125.23	0.041846921797005
2022-07-29	131.27	0.048231254491735154
2022-08-31	138.73	0.05682943551458819
2022-09-30	147.32	0.0619188351474087
2022-10-31	156.91	0.06509638881346724
2022-11-30	167.28	0.06608884073672816
2022-12-30	177.16	0.05906264945002393
2023-01-31	187	0.055543011966583844
2023-02-28	197.15	0.05427807486631009
2023-03-31	209.01	0.06015724067968553
2023-04-28	222.68	0.06540356920721502
2023-05-31	239.5	0.07553439913777615
2023-06-30	256.7	0.0718162839248433
2023-07-31	275.25	0.0722633424230621
2023-08-31	350	0.2715712988192551
2023-09-29	349.95	-1.4285714285722229e-4
2023-10-31	350	1.4287755393627144e-4
2023-11-30	360.5	0.030000000000000027
2023-12-29	808.45	1.2425797503467408
2024-01-31	826.4	0.022202981013049516
2024-02-29	842.2	0.019119070667957594
2024-03-27	858	0.018760389456186077
